ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1510,otter,can otters survive in cold water,yes,easy,medium,S08_set1_a7,
1511,,is james watt french,no he was scottish,easy,easy,S10_set4_a2,James_Watt
1512,,where is the park of the reserve located,near the downtown area,medium,medium,S09_set3_a4,Lima
1513,,what are the two subspecies of giant pandas,ailuropoda melanoleuca melanoleuca and the qinling panda ailuropoda melanoleuca qinlingensis,hard,hard,S10_set1_a4,Giant_Panda
1514,,as a boy did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china,yes,,easy,S10_set6_a5,Pierre-Auguste_Renoir
1515,Gerald_Ford,what positions ford played in the school football team,captain,medium,hard,S08_set3_a10,
1516,Singapore,was lee kuan yew a successful leader of singapore,yes,hard,too hard,S08_set2_a2,
1517,,how can an octopus defend against predators,they can hide flee expel ink or use camouflage,hard,easy,S10_set1_a10,Octopus
1518,duck,what kind of ducks feed on land,dabbling ducks,medium,easy,S08_set1_a10,
1519,,the spanish crown named pizarro governor of what,hemming,,medium,S09_set3_a4,Lima
1520,,give an example of the most influential musicians of the 20th century,miles davis,,medium,S10_set2_a3,Trumpet
1521,,drums are usually played by what,the hands or by one or two sticks,medium,medium,S10_set2_a4,Drum
1522,Abraham_Lincoln,when did the gettysburg address argue that america was born,1776,hard,hard,S08_set3_a4,
1523,,if charlesaugustin de coulomb was alive today how old would he have been,273,,hard,S09_set4_a6,Charles-Augustin_de_Coulomb
1524,,has the san lorenzo megaport project been completed,no,hard,hard,S09_set3_a4,Lima
1525,,do picks come in many shapes and sizes,yes,easy,easy,S10_set2_a7,Guitar
1526,,when was the pan flute used in greece,the 7th century bc,medium,medium,S10_set2_a5,Flute
1527,Finland,where is finland located,northern europe,hard,hard,S08_set2_a4,
1528,Gray_Wolf,forward erect ears and slightly bristle hackles are a sign of what in wolves,dominance,hard,hard,S08_set1_a6,
1529,leopard,is the leopard one of the four big cats,yes,easy,easy,S08_set1_a2,
1530,leopard,is the black color heritable and caused by only one recessive gene locus,yes,,easy,S08_set1_a2,
1531,Egypt,is egypt the most populated country in africa,no,easy,medium,S08_set2_a6,
1532,,what was built to play in both b and a keys,piccolo trumpets,hard,hard,S10_set2_a3,Trumpet
1533,,which berlin building did architect norman foster remodel in the 1990s,the reichstag building was remodeled by architect norman foster in the 1990s,hard,medium,S10_set3_a1,Berlin
1534,Egypt,what is the estimated population of egypt,more than 78 million,hard,hard,S08_set2_a6,
1535,,does the giant otter live in south america,yes,easy,easy,S09_set1_a7,Otter
1536,,are more residents employed by small businesses than in 1977,no,hard,hard,S10_set3_a8,San_Francisco
1537,,did becquerel study science at the école des ponts et chaussées,yes,easy,easy,S10_set4_a9,Henri_Becquerel
1538,John_Adams,did john adams get along with alexander hamilton,no,hard,hard,S08_set3_a1,
1539,,which embassy in nairobi was bombed in august 1998,the united states embassy,medium,medium,S10_set3_a9,Nairobi
1540,Finland,is finnish a member of the balticfinnic subgroup of the uralic languages,yes,easy,easy,S08_set2_a4,
1541,,when was the pan flute used in greece,7th century bc,medium,medium,S10_set2_a5,Flute
1542,otter,are otters herbivores,no,easy,hard,S08_set1_a7,
1543,Indonesia,does indonesia have the worlds hightest level of biodiversity,no,medium,medium,S08_set2_a10,
1544,,was volta buried where he died or was he buried someplace else,where he died,hard,hard,S10_set4_a10,Alessandro_Volta
1545,,do butterflies have two eyes,yes butterflies have two eyes,easy,easy,S10_set1_a6,Butterfly
1546,,who was the sponsor and mentor of faraday,john mad jack fuller,medium,medium,S09_set4_a7,Michael_Faraday
1547,turtle,does the mother care for the young,no,easy,medium,S08_set1_a9,
1548,,what is the name of an adult female,an adult female swan is called a pen,hard,medium,S09_set1_a10,Swan
1549,,is arabic classified alongside semitic languages,yes,easy,easy,S10_set5_a3,Arabic_language
1550,,what types of fins do eels have,dorsal anal caudal tail fins,hard,hard,S10_set1_a8,Eel
1551,Gerald_Ford,which future heisman trophy winner did ford tackle,jay berwanger,medium,medium,S08_set3_a10,
1552,,is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived,yes,,easy,S10_set6_a3,Leonardo_da_Vinci
1553,Gerald_Ford,what district was ford elected from,michigans 5th congressional district,medium,medium,S08_set3_a10,
1554,Finland,which russian army general conquered finland in 1809,alexander i,medium,hard,S08_set2_a4,
1555,,was lombardy under napoleons rule in 1800,yes,hard,hard,S09_set4_a10,Alessandro_Volta
1556,,was avogadro a  professor at the university of turin,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
1557,Uruguay,is it widely considered the most secular nation in latin america,yes,,easy,S08_set2_a9,
1558,,what are modern guitar strings constructed of,metal polymers animal or plant product materials,medium,easy,S10_set2_a7,Guitar
1559,Canada,what percentage of the population dont speak english or french at home,28,hard,too hard,S08_set2_a8,
1560,,did he experiment with individual cells,yes,,easy,S09_set4_a10,Alessandro_Volta
1561,Gerald_Ford,what did ford receive on april 13 1942,ford received a commission as ensign in the us naval reserve,,medium,S08_set3_a10,
1562,,were ancient mallets made of copper,no,easy,easy,S09_set2_a8,Xylophone
1563,,what is charlesaugustin de coulomb best known for,he is best known for developing coulombs law,medium,medium,S10_set4_a6,Charles-Augustin_de_Coulomb
1564,beetle,what was given by aristotle for the hardened shield like forewings,the name coleoptera,,easy,S08_set1_a8,
1565,elephant,where was the largest elephant ever recorded shot,angola,medium,medium,S08_set1_a5,
1566,Grover_Cleveland,was grover cleveland married in the whitehouse,yes,easy,easy,S08_set3_a6,
1567,,do ants belong to the hymenoptera order,yes,easy,easy,S10_set1_a1,Ant
1568,,what is the origin of the name santiago,sanit  iago james,medium,hard,S09_set3_a6,Santiago
1569,penguin,who spend half of their life on land and half in the oceans,penguins,,medium,S08_set1_a3,
1570,elephant,are elephants the largest land animals alive today,yes,easy,easy,S08_set1_a5,
1571,,did he publish an important investigation of the laws of friction,yes,,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
1572,,does ottawa sit on the ottowa river,yes,easy,easy,S09_set3_a5,Ottawa
1573,otter,do otters live in water,yes,easy,easy,S08_set1_a7,
1574,Gray_Wolf,what kinds of coats do wolves have,tough guard hairs that repel water and dirt and a dense waterresistant layer,medium,hard,S08_set1_a6,
1575,Indonesia,which spice originally attracted europeans to indonesia,nutmeg cloves or cubeb pepper,hard,hard,S08_set2_a10,
1576,,where was celsius born,uppsala in sweden,medium,medium,S09_set4_a5,Anders_Celsius
1577,elephant,what part of an elephant is very important for temperature regulation,ears,medium,medium,S08_set1_a5,
1578,Indonesia,is pencak silat an indonesian martial art,yes,,easy,S08_set2_a10,
1579,,where did watt attend university,watt did not attend school regularly,hard,too hard,S10_set4_a2,James_Watt
1580,turtle,what is the smallest suborder of turtles,pleurodira,hard,hard,S08_set1_a9,
1581,,what is the national language in malaysia,malay,medium,easy,S10_set5_a2,Malay_language
1582,,is golden gate park the largest city park,yes,easy,easy,S10_set3_a8,San_Francisco
1583,,does kelon increase or decrease tone quality of the xylophone,no,hard,too hard,S10_set2_a8,Xylophone
1584,,are ants found in antartica,no there are no ants in antarctica,easy,easy,S10_set1_a1,Ant
1585,Romania,is the romanian economy doing well,yes,hard,too hard,S08_set2_a7,
1586,Egypt,does egypt have political influence in the middle east,yes,easy,medium,S08_set2_a6,
1587,,as a celebrator of beauty and especially feminine sensuality has it been said that renoir is the final representative of a tradition which runs directly from rubens to watteau,yes,,easy,S10_set6_a5,Pierre-Auguste_Renoir
1588,Millard_Fillmore,was fillmore one of the founders of the university of buffalo,yes,,easy,S08_set3_a3,
1589,,are ride cymbals very common,yes,easy,easy,S10_set2_a6,Cymbal
1590,,has the terrain in the city been artificially raised,yes,easy,medium,S10_set3_a10,Saint_Petersburg
1591,,on average are cougar males heavier than females,yes,hard,hard,S10_set1_a2,Cougar
1592,otter,are otters playful animals,yes,,easy,S08_set1_a7,
1593,Singapore,do singaporeans enjoy squid,yes they do,easy,easy,S08_set2_a2,
1594,,was pascal a french mathematician,yes,easy,easy,S10_set4_a4,Blaise_Pascal
1595,,can the title of this famous 1811 paper be roughly translated into english as essay on determining the relative masses of the elementary molecules of bodies,yes,,easy,S09_set4_a8,Amedeo_Avogadro
1596,Singapore,did the media contribute 156 to singapores gdp in 2001,no,easy,easy,S08_set2_a2,
1597,,are giraffes hunted for their hides,yes,easy,easy,S09_set1_a5,Giraffe
1598,Abraham_Lincoln,did lincoln ever represent alton  sangamon railroad,yes,easy,easy,S08_set3_a4,
1599,,does the koala fill the same ecological role as the sloth of south america,the koala fills the same ecological role as the sloth of south america,,easy,S10_set1_a3,Koala
1600,Egypt,what is the poulation of egypt,more than 78 million,medium,easy,S08_set2_a6,
1601,,why are otters vulnerable to prey depletion,preydependency,medium,medium,S09_set1_a7,Otter
1602,,are the prefixes en and em always nasalized,yes,,easy,S09_set5_a5,French_language
1603,,was avogadro a  professor at the university of turin,yes avogadro was a professor at the university of turin,easy,easy,S10_set4_a8,Amedeo_Avogadro
1604,Abraham_Lincoln,who assassinated lincoln,john wilkes booth,medium,hard,S08_set3_a4,
1605,Canada,what is one significant nonofficial language,chinese,medium,medium,S08_set2_a8,
1606,,was alessandro volta a professor of chemistry,alessandro volta was not a professor of chemistry,easy,easy,S10_set4_a10,Alessandro_Volta
1607,,does every drumhead make the same sound,no,hard,easy,S10_set2_a4,Drum
1608,,did uganda make swahili a required subject in primary schools,yes,easy,easy,S10_set5_a4,Swahili_language
1609,,is it true that becquerel wrapped a fluorescent substance in photographic plates,yes,,easy,S09_set4_a9,Henri_Becquerel
1610,Canada,how has canada helped un peacekeeping efforts,canada has played a leading role in un peacekeeping efforts during the suez crisis of 1956 lester b pearson eased tensions by proposing the inception of the united nations peacekeeping force canada has since served in 50 peacekeeping missions including every un peacekeeping effort until 1989,hard,hard,S08_set2_a8,
1611,,what does avogadros law state,avogadros law states that the relationship between the masses of the same volume of different gases at the same temperature and pressure corresponds to the relationship between their respective molecular weights,medium,too hard,S10_set4_a8,Amedeo_Avogadro
1612,,is taipei in a valley,yes,easy,easy,S10_set3_a6,Taipei
1613,,do turtles breathe air,yes,easy,hard,S09_set1_a9,Turtle
1614,,where was the oldest flute ever discovered found,various parts of germany,medium,medium,S10_set2_a5,Flute
1615,John_Adams,adams  opponents were what,democratic republicans,,hard,S08_set3_a1,
1616,Theodore_Roosevelt,did theodore roosevelt go to harvard,yes,easy,easy,S08_set3_a7,
1617,,what allows the butterfly to evade predators,a butterflys hind wings allow the butterfly to evade predators,hard,medium,S10_set1_a6,Butterfly
1618,,regarding this topic what did the revolution do,the revolution caused coulomb to resign his appointment as intendent des eaux et fontains and retire,,too hard,S10_set4_a6,Charles-Augustin_de_Coulomb
1619,duck,what economic uses to ducks have,they can be farmed for meat eggs and feathers,medium,hard,S08_set1_a10,
1620,Singapore,did singapores standard of living decrease since independence,no,easy,easy,S08_set2_a2,
1621,turtle,are turtles being examined for longevity genes,yes,easy,easy,S08_set1_a9,
1622,kangaroo,what is a roo,a kangaroo,hard,medium,S08_set1_a1,
1623,Gerald_Ford,was ford the last surviving member of the warren commission,yes,,easy,S08_set3_a10,
1624,Ghana,who makes up ghanas parliament,the new patriotic party and national democratic congress,hard,hard,S08_set2_a5,
1625,kangaroo,what are vehicles that frequent isolated roads often fitted with,roo bars,medium,medium,S08_set1_a1,
1626,,when was the an shi rebellion launched,in 755 ad,medium,medium,S09_set3_a7,Beijing
1627,,how many years ago was it when he discovered the phenomenon that he named diamagnetism  and what is now called the faraday effect,164,,hard,S09_set4_a7,Michael_Faraday
1628,,who did alessandro volta marry,teresa peregrini,medium,medium,S10_set4_a10,Alessandro_Volta
1629,,where is michael faraday buried,michael faraday is buried in the dissenters section of highgate cemetery,hard,hard,S10_set4_a7,Michael_Faraday
1630,Liechtenstein,when was the first factory opened,1836,medium,medium,S08_set2_a1,
1631,Singapore,did the media contribute 156 to singapores gdp in 2001,no it contributed 156 to gdp in 2001,easy,medium,S08_set2_a2,
1632,duck,are ducks in the arctic northern hemisphere migratory,some are,easy,medium,S08_set1_a10,
1633,Gerald_Ford,did ford get an award called congressmans congressman,yes,easy,easy,S08_set3_a10,
1634,Ghana,what european countries established states in ghana,the uk,hard,too hard,S08_set2_a5,
1635,,what principles did newton explain for mechanics,in mechanics newton enunciated the principles of conservation of momentum and angular momentum,hard,medium,S09_set4_a1,Isaac_Newton
1636,Abraham_Lincoln,did his mother die of pneumonia,no,easy,medium,S08_set3_a4,
1637,,was isaac newton british,yes,easy,medium,S10_set4_a1,Isaac_Newton
1638,,is an acoustic guitar dependent on an external device,no,easy,easy,S10_set2_a7,Guitar
1639,,what is the official language of turkey,turkish,medium,hard,S10_set5_a8,Turkish_language
1640,,where are the western arabic numerals used,presentday north africa,medium,medium,S10_set5_a3,Arabic_language
1641,Egypt,are there a large number of jews living in egypt today,no,hard,medium,S08_set2_a6,
1642,Egypt,does snow fall in egypt,yes,hard,hard,S08_set2_a6,
1643,,the number of elementary entities in 1 mole of a substance is known as what,avogadros constant,medium,medium,S10_set4_a8,Amedeo_Avogadro
1644,Uruguay,what religion do most uruguayans profess,roman catholic,hard,hard,S08_set2_a9,
1645,,who was pascals younger sister,jacqueline,medium,medium,S10_set4_a4,Blaise_Pascal
1646,,who referred to the cello as ï½basso de viola da braccio,monteverdi,hard,medium,S09_set2_a9,Cello
1647,,when were the colonial buildings in kuala lumpur constructed,toward the end of the 19th and early 20th centuries,hard,medium,S10_set3_a3,Kuala_Lumpur
1648,Anders_Celsius,did he not determine the dependence of the boiling of water with atmospheric pressure lrb in excellent agreement with modern data rrb,yes he did,,easy,S08_set4_a5,
1649,,are calligraphers held in great esteem,yes,,easy,S09_set5_a3,Arabic_language
1650,,what is the second biggest factor affecting the sound produced by a drum,tension,medium,easy,S10_set2_a4,Drum
1651,,is portuguese an official language of andorra,no,easy,medium,S10_set5_a1,Portuguese_language
1652,,do foxes damage fruit on farms,no,hard,hard,S09_set1_a6,Fox
1653,Ghana,where is old ghana in relation to present ghana,500 miles north of the present ghana and occupied the area between rivers senegal and niger,medium,medium,S08_set2_a5,
1654,,what is the population of copenhagen,1153615,easy,hard,S09_set3_a8,Copenhagen
1655,Ulysses_S._Grant,was ulysses grant a general in the american civil war,yes,easy,easy,S08_set3_a5,
1656,,is it derived from the latin spoken by the romanized preroman peoples of the iberian peninsula namely the gallaeci the lusitanians the celtici and the conii around 2000 years ago,yes,,easy,S10_set5_a1,Portuguese_language
1657,,was kee seven years older than van gogh as well as had an eightyearold son,yes,,easy,S10_set6_a7,Vincent_van_Gogh
1658,,antwerp is to the east of what river,antwerp is to the east of the scheldt river,hard,too hard,S10_set3_a4,Antwerp
1659,,does montreal contain the largest church in canada,yes,hard,hard,S10_set3_a7,Montreal
1660,James_Monroe,was monroe anticlerical,no,,easy,S08_set3_a2,
1661,John_Adams,what happened in 1764,adams married abigail smith,,medium,S08_set3_a1,
1662,,what is an example of something an octopus learned in a research experiment,an octopus learned to solve mazes,hard,hard,S10_set1_a10,Octopus
1663,Ghana,what does the word ghana mean,warrior king,medium,medium,S08_set2_a5,
1664,,did he suffer from anxiety and increasingly frequent bouts of mental illness throughout his life and died largely unknown at the age of 37 from a selfinflicted gunshot wound,yes,,easy,S10_set6_a7,Vincent_van_Gogh
1665,Woodrow_Wilson,what defended slavery owned slaves and s08_set up a sunday school for them,his father,,medium,S08_set3_a8,
1666,Amedeo_Avogadro,what happened in 1833,avogadro had been recalled to turin university,,medium,S08_set4_a8,
1667,,why does lewis use absolute case instead of nominative,because it is also used for the indefinite accusative,hard,hard,S10_set5_a8,Turkish_language
1668,,when did watt retire,in 1800,medium,medium,S10_set4_a2,James_Watt
1669,,how many people speak the arabic language,280 million people,medium,easy,S10_set5_a3,Arabic_language
1670,beetle,what happened on plants and fungi,they are food to beetles,,hard,S08_set1_a8,
1671,,who frequented the circle of the britishaustralian artist john peter russell,van gogh,,medium,S10_set6_a7,Vincent_van_Gogh
1672,,is the trumpet the musical instrument with the highest register in the brass family,yes,easy,easy,S10_set2_a3,Trumpet
1673,Canada,did canadian soldiers win the battle of vimy ridge in 1917,no it did not,easy,hard,S08_set2_a8,
1674,,was coulomb born in angoulme france to a welltodo family,coulomb was born in angoulãªme france to a welltodo family,,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1675,Uruguay,is uruguays landscape mountainous,not really,hard,too hard,S08_set2_a9,
1676,,was charlesaugustin de coulombs fathers family in montpellier,yes,easy,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
1677,duck,do ducks forage underwater,diving ducks and sea ducks forage underwater,easy,hard,S08_set1_a10,
1678,Abraham_Lincoln,why did lincoln issue the emancipation proclamation,the goal was to weaken the rebellion which was led and controlled by slave owners,hard,hard,S08_set3_a4,
1679,otter,do otters live in water,yes,easy,hard,S08_set1_a7,
1680,,for how many years did alessandro volta live,53,,medium,S09_set4_a10,Alessandro_Volta
1681,,is faraday best known for his work with kinematics,no,easy,easy,S10_set4_a7,Michael_Faraday
1682,,are xylophone bars made of rosewood,yes,easy,easy,S09_set2_a8,Xylophone
1683,Abraham_Lincoln,did lincoln have 18 months of schooling,yes,easy,easy,S08_set3_a4,
1684,Uruguay,is uruguay a member of the cairns group of exporters of agricultural products,yes,,easy,S08_set2_a9,
1685,Qatar,how do qatar and the wider region relate,qatar is aiming to become a role model for economic and social transformation in the region large scale investment in all social and economic sectors will also lead to the development of a strong financial market,,too hard,S08_set2_a3,
1686,Canada,what was the consitution act formerly called,the british north america act,medium,hard,S08_set2_a8,
1687,,what are the three cat species that are native to canada,cougar bobcat canadian lynx,hard,hard,S10_set1_a2,Cougar
1688,polar_bear,is a polar bear white in color,yes,easy,medium,S08_set1_a4,
1689,Finland,which russian army general conquered finland in 1809,alexander i,medium,medium,S08_set2_a4,
1690,,what fictional stories include a main character named santiago,gears of war rainbow six covert operations essentials death foretold by gabriel garcãa mãrquez ernest hemingways the old man and the sea the television series babylon 5 anne rices novel interview with the vampire aulo coelhos the alchemist novel the television show friday night lights,hard,hard,S09_set3_a6,Santiago
1691,Indonesia,what is jakarta,indonesias special capital region,,hard,S08_set2_a10,
1692,Liechtenstein,is it a winter sports resort,yes,,medium,S08_set2_a1,
1693,,why is arabic related to islam,arabic is the liturgical language of islam,hard,hard,S10_set5_a3,Arabic_language
1694,,how many years ago did he resign his appointment as intendant de eaux et fontaine,220,,hard,S09_set4_a6,Charles-Augustin_de_Coulomb
1695,,are more residents employed by small businesses than in 1977,the number of san franciscans employed by firms of more than 1000 employees has fallen by half since 1977,hard,too hard,S10_set3_a8,San_Francisco
1696,,when did he flee to venice,in 1499,,medium,S10_set6_a3,Leonardo_da_Vinci
1697,Abraham_Lincoln,how many long was lincolns formal education,18 months,medium,easy,S08_set3_a4,
1698,,what was michael faradays birthplace,newington butts,,hard,S09_set4_a7,Michael_Faraday
1699,Egypt,does egypt receive the least rainfall in the world,yes,easy,easy,S08_set2_a6,
1700,,does the charge reside on the interior of a charged conductor,no,hard,easy,S10_set4_a7,Michael_Faraday
1701,,which came first the xylophone or the vibraphone,the xylophone,hard,hard,S10_set2_a8,Xylophone
1702,,is it true that institution formed the foundation of electric motor technology,no,,hard,S09_set4_a7,Michael_Faraday
1703,,james watt was born where,greenock a seaport on the firth of clyde,easy,medium,S09_set4_a2,James_Watt
1704,beetle,which type of beetle is a pest of potato plants,colorado potato beetle,medium,easy,S08_set1_a8,
1705,,what is an effective way to accentuate a note,playing a bass drum playing an identical part is an effective way to accentuate a note,hard,hard,S09_set2_a6,Cymbal
1706,turtle,if a turtle egg was kept warm what would likely hatch,a female turtle,hard,too hard,S08_set1_a9,
1707,Gerald_Ford,did ford get an award called congressmans congressman,no,easy,medium,S08_set3_a10,
1708,,what would a tiger do when seized by a crocodile,a tiger will strike at the reptiles eyes with its paws,medium,medium,S09_set1_a3,Tiger
1709,,did alessandro volta live to be 80 years old,no,,easy,S09_set4_a10,Alessandro_Volta
1710,,what is the total number of chinese words,the hanyu da zidian includes 54678 head entries for characters,hard,hard,S10_set5_a7,Chinese_language
1711,,is a trumpet played by blowing air through closed lips,yes,easy,easy,S10_set2_a3,Trumpet
1712,,what are the two subspecies of giant pandas,ailuropoda melanoleuca melanoleuca and  ailuropoda melanoleuca qinlingensis,hard,hard,S10_set1_a4,Giant_Panda
1713,otter,is an otter s den called a holt,yes,,easy,S08_set1_a7,
1714,,from what did pascal suffer throughout his life,poor health,medium,medium,S09_set4_a4,Blaise_Pascal
1715,Gray_Wolf,where is the largest gray wolf population thought to be found,kazakhstan,medium,hard,S08_set1_a6,
1716,,what is an otters den called,a holt,medium,medium,S09_set1_a7,Otter
1717,,does the portuguese language have its roots in the latin language,yes,easy,medium,S10_set5_a1,Portuguese_language
1718,,what two instruments form the modern drum kit,the cymbals and the drum,hard,hard,S09_set2_a6,Cymbal
1719,,what was alessandro voltas profession,physisist,,easy,S09_set4_a10,Alessandro_Volta
1720,Gerald_Ford,was ford active about vietnamese affairs,no,,,,
1721,,what are orchestral crash cymbals technically called,a pair of clash cymbals,hard,hard,S09_set2_a6,Cymbal
1722,,when did the first educational works appear for the cello,18th century,hard,hard,S09_set2_a9,Cello
1723,,how long was alessandro volta a professor at the university of pavia,alessandro volta was a professor at the university of pavia for almost 25 years,hard,hard,S10_set4_a10,Alessandro_Volta
1724,Ghana,did the dutch build the elmina castle,no,easy,medium,S08_set2_a5,
1725,turtle,what do turles use to breathe in the water,papillae,hard,hard,S08_set1_a9,
1726,,what is the standardized form of spoken chinese,the standardized from of spoken chinese is standard mandarin,easy,easy,S10_set5_a7,Chinese_language
1727,otter,how are otters playful animals,they slide repeatedly down snowy slopes for sheer enjoyment,hard,hard,S08_set1_a7,
1728,Egypt,since when has egypt been a republic,june 18 1953,medium,medium,S08_set2_a6,
1729,James_Monroe,what does era of good feelings refers to,monroe allowed his political base to decay which reduced tensions and led to the naming of his era as the era of good feelings,hard,too hard,S08_set3_a2,
1730,,where was popkomm held before moving to berlin,popkomm was held in cologne before moving to berlin,hard,hard,S10_set3_a1,Berlin
1731,otter,how do otters keep themselves warm without blubber,a layer of air trapped in their fur,hard,hard,S08_set1_a7,
1732,,does fender make cymbals,no,easy,hard,S10_set2_a6,Cymbal
1733,duck,what are some common predators of ducks,pike crocodilians herons hawks and eagles,hard,hard,S08_set1_a10,
1734,,was the xylophone associated with the folk music of the united states by the 19th century,no,easy,medium,S10_set2_a8,Xylophone
1735,Theodore_Roosevelt,how did newspapers respond to roosevelt inviting brooker t washington to dinner at the white house,mixing of the races on social occassions,hard,hard,S08_set3_a7,
1736,,what do tigers powerfully built legs and shoulders allow tigers to do,have the ability to pull down prey substantially heavier than themselves,medium,medium,S09_set1_a3,Tiger
1737,,had the language already been used as the lingua franca throughout the archipelago since the 15th century,yes,,easy,S10_set5_a2,Malay_language
1738,,how long are cougar adult males from nose to tail,the length of adult males is around 24 meters 8 ft long nose to tail,medium,medium,S10_set1_a2,Cougar
1739,leopard,is a leopard larger and less lanky than a cheetah,yes,easy,easy,S08_set1_a2,
1740,,what is the sinokorean system of numbers based on,the sinokorean system is nearly entirely based on the chinese numerals,medium,easy,S10_set5_a6,Korean_language
1741,,how does a flute player change the pitch of the sound,by opening and closing holes in the body of the instrument,hard,medium,S10_set2_a5,Flute
1742,Calvin_Coolidge,did coolidge meet and marry grace anna goodhue,yes,easy,easy,S08_set3_a9,
1743,,does the octopus have two eyes,yes the octopus has two eyes,easy,easy,S10_set1_a10,Octopus
1744,,have cymbals been used historically to suggest bacchanal,yes,easy,hard,S09_set2_a6,Cymbal
1745,,which album was the song the bonny swans from,the mask and mirror,hard,easy,S09_set1_a10,Swan
1746,,is jakarta the 12th largest city in the world,yes,easy,medium,S10_set3_a5,Jakarta
1747,kangaroo,have kangaroos large  powerful hind legs  large feet adapted for leaping  a long muscular tail for balance  and a small head,yes,,easy,S08_set1_a1,
1748,Liechtenstein,are nationals referred to by the plural  liechtensteiners,yes,,easy,S08_set2_a1,
1749,,what are violins made of,maple ebony sheep gut,hard,hard,S09_set2_a2,Violin
1750,James_Monroe,what did james monroe do before being elected governor,he practiced law in virginia,hard,medium,S08_set3_a2,
1751,elephant,how do elephants communicate over long distances,by producing and receiving low frequency sound,medium,medium,S08_set1_a5,
1752,,is malay in the austronesian family of languages,yes,easy,easy,S10_set5_a2,Malay_language
1753,,when did the soviet military forces occupy estonia,1944,hard,medium,S10_set5_a9,Swedish_language
1754,Amedeo_Avogadro,who graduated in ecclesiastical law at the early age of 20 and began to practice,amedeo avogadro,,medium,S08_set4_a8,
1755,,did avogadro live in england,no,easy,easy,S09_set4_a8,Amedeo_Avogadro
1756,leopard,how long is a leopards tail,60 to 110cm,medium,medium,S08_set1_a2,
1757,Canada,what is the largest religious group in canada,christian,hard,hard,S08_set2_a8,
1758,polar_bear,can polar bears be seen under infrared photography,only their breath and muzzles can be easily seen,hard,hard,S08_set1_a4,
1759,Theodore_Roosevelt,does theodore roosevelt have a brother,yes,easy,easy,S08_set3_a7,
1760,,was anders celsius the first  to perform  and  publish  careful experiments  aiming at the definition  of an international  temperature  scale  on scientific grounds,yes,,easy,S09_set4_a5,Anders_Celsius
1761,otter,what do river otters eat,river otters eat a variety of fish and shellfish as well as small land mammals and birds,medium,easy,S08_set1_a7,
1762,,who did newton see as the master creator,god,medium,medium,S09_set4_a1,Isaac_Newton
1763,,is the word korean derived from goryeo,yes,easy,easy,S10_set5_a6,Korean_language
1764,,did nikola tesla use a technique called picture thinking,nikola tesla used a technique called picture thinking,easy,easy,S10_set4_a3,Nikola_Tesla
1765,,do older pianos have more keys than modern pianos,no,hard,hard,S10_set2_a1,Piano
1766,Gray_Wolf,does the gray wolf share an ancestry with the domestic dog,yes,easy,too easy,S08_set1_a6,
1767,,what is the earliest extant transverse flute,it dates from 433 bc,easy,medium,S10_set2_a5,Flute
1768,,would it be common for tigers to mate in january,yes,hard,hard,S09_set1_a3,Tiger
1769,,how old was anders celsius when he died,42,,medium,S09_set4_a5,Anders_Celsius
1770,,was tesla on the cover of time magazine,yes,easy,hard,S10_set4_a3,Nikola_Tesla
1771,duck,who is daffy duck,a silly cartoon character,hard,hard,S08_set1_a10,
1772,leopard,how did early naturalists distinguish between leopards and panthers,by the length of the tail panthers having longer tails than leopards,hard,hard,S08_set1_a2,
1773,Theodore_Roosevelt,did theodore roosevelt go to harvard,yes,easy,medium,S08_set3_a7,
1774,John_Adams,are his last words often quoted as  thomas jefferson survives,yes,,easy,S08_set3_a1,
1775,,where was henri becquerel born,paris,medium,medium,S09_set4_a9,Henri_Becquerel
1776,,when were his papers donated by lee krasner,in 1983,,medium,S10_set6_a9,Jackson_Pollock
1777,,where was volta born,como,medium,medium,S10_set4_a10,Alessandro_Volta
1778,,what are the differences between english and swedish pronouns,swedish pronouns are basically the same as those of english but distinguish two genders and have an additional object form derived from the old dative form as well as a distinct genitive case,hard,hard,S10_set5_a9,Swedish_language
1779,Qatar,who served as the headquarters and one of the main launching sites of the us invasion of iraq in 2003,qatar,,medium,S08_set2_a3,
1780,Grover_Cleveland,who were grover clevelands parents,cleveland was born in caldwell new jersey to the reverend richard cleveland and anne neal,hard,too hard,S08_set3_a6,
1781,Ulysses_S._Grant,when did he vote for democrat james buchanan,1856,,easy,S08_set3_a5,
1782,James_Watt,was watt a fellow of the royal society of edinburgh and the royal society of london,yes,,easy,S08_set4_a2,
1783,Liechtenstein,the savings and loans bank was founded as was the first cottonweaving mill in what year,1861,,easy,S08_set2_a1,
1784,Qatar,do nearly all qataris profess islam,yes,easy,easy,S08_set2_a3,
1785,kangaroo,where do joeys complete postnatal development,a pouch called a marsupium,medium,medium,S08_set1_a1,
1786,,was faraday born in england,yes,easy,easy,S09_set4_a7,Michael_Faraday
